Entry,Entry.Name,Protein.names,Reviewed,ComplexPortal,OrthoDB
Q9JHU4,DYHC1_MOUSE,"Cytoplasmic dynein 1 heavy chain 1 (Cytoplasmic dynein heavy chain 1) (Dynein heavy chain, cytosolic)",reviewed,CPX-5699;,14187at2759;
Q9JIY2,HAKAI_MOUSE,E3 ubiquitin-protein ligase Hakai (EC 2.3.2.27) (Casitas B-lineage lymphoma-transforming sequence-like protein 1) (c-Cbl-like protein 1) (E-cadherin binding protein E7) (RING-type E3 ubiquitin transferase Hakai),reviewed,CPX-1609;,547746at2759;
Q9WV55,VAPA_MOUSE,Vesicle-associated membrane protein-associated protein A (VAMP-A) (VAMP-associated protein A) (VAP-A) (33 kDa VAMP-associated protein) (VAP-33),reviewed,CPX-507;,264603at2759;
Q9Z1N2,ORC1_MOUSE,Origin recognition complex subunit 1,reviewed,CPX-1915;,1926878at2759;
O70174,ACHA4_MOUSE,Neuronal acetylcholine receptor subunit alpha-4,reviewed,CPX-167;CPX-169;CPX-216;CPX-220;,24508at9989;
O88522,NEMO_MOUSE,NF-kappa-B essential modulator (NEMO) (IkB kinase-associated protein 1) (IKKAP1) (mFIP-3) (Inhibitor of nuclear factor kappa-B kinase subunit gamma) (I-kappa-B kinase subunit gamma) (IKK-gamma) (IKKG) (IkB kinase subunit gamma) (NF-kappa-B essential modifier),reviewed,CPX-3270;,6343844at2759;
O88879,APAF_MOUSE,Apoptotic protease-activating factor 1 (APAF-1),reviewed,CPX-3824;,1357022at2759;
O89110,CASP8_MOUSE,Caspase-8 (CASP-8) (EC 3.4.22.61) [Cleaved into: Caspase-8 subunit p18; Caspase-8 subunit p10],reviewed,CPX-1914;CPX-3663;,6114029at2759;
P09690,ACHB_MOUSE,Acetylcholine receptor subunit beta,reviewed,CPX-252;CPX-257;,5975154at2759;
P11157,RIR2_MOUSE,Ribonucleoside-diphosphate reductase subunit M2 (EC 1.17.4.1) (Ribonucleotide reductase small chain) (Ribonucleotide reductase small subunit),reviewed,CPX-370;,10248373at2759;
P11416,RARA_MOUSE,Retinoic acid receptor alpha (RAR-alpha) (Nuclear receptor subfamily 1 group B member 1),reviewed,CPX-584;CPX-667;CPX-668;CPX-818;,6081310at2759;
P17426,AP2A1_MOUSE,AP-2 complex subunit alpha-1 (100 kDa coated vesicle protein A) (Adaptor protein complex AP-2 subunit alpha-1) (Adaptor-related protein complex 2 subunit alpha-1) (Alpha-adaptin A) (Alpha1-adaptin) (Clathrin assembly protein complex 2 alpha-A large chain) (Plasma membrane adaptor HA2/AP2 adaptin alpha A subunit),reviewed,CPX-5152;,413467at2759;
P20060,HEXB_MOUSE,Beta-hexosaminidase subunit beta (EC 3.2.1.52) (Beta-N-acetylhexosaminidase subunit beta) (Hexosaminidase subunit B) (N-acetyl-beta-glucosaminidase subunit beta),reviewed,CPX-689;CPX-690;,428480at2759;
P25444,RS2_MOUSE,Small ribosomal subunit protein uS5 (40S ribosomal protein S2) (40S ribosomal protein S4) (Protein LLRep3),reviewed,CPX-5261;,10253125at2759;
P28481,CO2A1_MOUSE,Collagen alpha-1(II) chain (Alpha-1 type II collagen) [Cleaved into: Collagen alpha-1(II) chain; Chondrocalcin],reviewed,CPX-2957;CPX-2975;,8939548at2759;
P28704,RXRB_MOUSE,Retinoic acid receptor RXR-beta (MHC class I regulatory element-binding protein H-2RIIBP) (Nuclear receptor subfamily 2 group B member 2) (Retinoid X receptor beta),reviewed,CPX-706;CPX-717;CPX-872;,5873264at2759;
P39061,COIA1_MOUSE,Collagen alpha-1(XVIII) chain [Cleaved into: Endostatin; Non-collagenous domain 1 (NC1)],reviewed,CPX-2996;,5983381at2759;
P41105,RL28_MOUSE,Large ribosomal subunit protein eL28 (60S ribosomal protein L28),reviewed,CPX-5262;CPX-7662;CPX-7663;,338850at2759;
P46467,VPS4B_MOUSE,Vacuolar protein sorting-associated protein 4B (EC 3.6.4.6) (Suppressor of K(+) transport growth defect 1) (Protein SKD1),reviewed,CPX-340;,29072at2759;
P49582,ACHA7_MOUSE,Neuronal acetylcholine receptor subunit alpha-7,reviewed,CPX-234;CPX-238;,5975154at2759;
P49718,MCM5_MOUSE,DNA replication licensing factor MCM5 (EC 3.6.4.12) (CDC46 homolog) (P1-CDC46),reviewed,CPX-2941;,10036721at2759;
P51943,CCNA2_MOUSE,Cyclin-A2 (Cyclin-A),reviewed,CPX-2062;CPX-2066;,5590282at2759;
P51949,MAT1_MOUSE,CDK-activating kinase assembly factor MAT1 (CDK7/cyclin-H assembly factor) (Menage a trois) (RING finger protein MAT1) (p35) (p36),reviewed,CPX-3268;,5963at2759;
P52431,DPOD1_MOUSE,DNA polymerase delta catalytic subunit (EC 2.7.7.7) (3'-5' exodeoxyribonuclease) (EC 3.1.11.-),reviewed,CPX-2098;,2414538at2759;
P57716,NICA_MOUSE,Nicastrin,reviewed,CPX-4234;CPX-4235;CPX-4236;CPX-4237;,755951at2759;
P62245,RS15A_MOUSE,Small ribosomal subunit protein uS8 (40S ribosomal protein S15a),reviewed,CPX-5261;,10250260at2759;
P62270,RS18_MOUSE,Small ribosomal subunit protein uS13 (40S ribosomal protein S18) (Ke-3) (Ke3),reviewed,CPX-5261;,1702480at2759;
P62751,RL23A_MOUSE,Large ribosomal subunit protein uL23 (60S ribosomal protein L23a),reviewed,CPX-5262;CPX-7662;CPX-7663;,9620765at2759;
P62960,YBOX1_MOUSE,Y-box-binding protein 1 (YB-1) (CCAAT-binding transcription factor I subunit A) (CBF-A) (DNA-binding protein B) (DBPB) (Enhancer factor I subunit A) (EFI-A) (Nuclease-sensitive element-binding protein 1) (Y-box transcription factor),reviewed,CPX-1089;,203339at2759;
P67778,PHB1_MOUSE,Prohibitin 1 (B-cell receptor-associated protein 32) (BAP 32),reviewed,CPX-5743;,275637at2759;
P70375,FA7_MOUSE,Coagulation factor VII (EC 3.4.21.21) (Serum prothrombin conversion accelerator) [Cleaved into: Factor VII light chain; Factor VII heavy chain],reviewed,CPX-279;,10004439at2759;
P84228,H32_MOUSE,Histone H3.2 (H3-clustered histone 13) (H3-clustered histone 14) (H3-clustered histone 15) (H3-clustered histone 2) (H3-clustered histone 3) (H3-clustered histone 4) (H3-clustered histone 6) (H3-clustered histone 7),reviewed,CPX-5713;,9609993at2759;
P97473,TRBP2_MOUSE,RISC-loading complex subunit TARBP2 (Protamine-1 RNA-binding protein) (PRM-1 RNA-binding protein) (TAR RNA-binding protein 2),reviewed,CPX-135;,10056847at2759;
Q60591,NFAC2_MOUSE,"Nuclear factor of activated T-cells, cytoplasmic 2 (NF-ATc2) (NFATc2) (NFAT pre-existing subunit) (NF-ATp) (T-cell transcription factor NFAT1)",reviewed,CPX-610;,5346094at2759;
Q61001,LAMA5_MOUSE,Laminin subunit alpha-5 (Laminin-10 subunit alpha) (Laminin-11 subunit alpha) (Laminin-15 subunit alpha),reviewed,CPX-3016;CPX-3017;CPX-3020;CPX-3021;,18487at2759;
Q61292,LAMB2_MOUSE,Laminin subunit beta-2 (Laminin-11 subunit beta) (Laminin-14 subunit beta) (Laminin-15 subunit beta) (Laminin-3 subunit beta) (Laminin-4 subunit beta) (Laminin-7 subunit beta) (Laminin-9 subunit beta) (S-laminin subunit beta) (S-LAM beta),reviewed,CPX-3010;CPX-3011;CPX-3014;CPX-3017;CPX-3019;CPX-3020;CPX-3021;CPX-3031;,5985440at2759;
Q61337,BAD_MOUSE,Bcl2-associated agonist of cell death (BAD) (Bcl-2-binding component 6) (Bcl-xL/Bcl-2-associated death promoter) (Bcl2 antagonist of cell death),reviewed,CPX-2019;CPX-2021;,8991151at2759;
Q62469,ITA2_MOUSE,Integrin alpha-2 (CD49 antigen-like family member B) (Collagen receptor) (Platelet membrane glycoprotein Ia) (GPIa) (VLA-2 subunit alpha) (CD antigen CD49b),reviewed,CPX-3115;,5317514at2759;
Q62470,ITA3_MOUSE,Integrin alpha-3 (CD49 antigen-like family member C) (Galactoprotein B3) (GAPB3) (VLA-3 subunit alpha) (CD antigen CD49c) [Cleaved into: Integrin alpha-3 heavy chain; Integrin alpha-3 light chain],reviewed,CPX-3117;,45015at9989;
Q64729,TGFR1_MOUSE,TGF-beta receptor type-1 (TGFR-1) (EC 2.7.11.30) (ESK2) (Transforming growth factor-beta receptor type I) (TGF-beta receptor type I) (TbetaR-I),reviewed,CPX-823;CPX-826;CPX-836;,69842at2759;
Q6PDG5,SMRC2_MOUSE,SWI/SNF complex subunit SMARCC2 (BRG1-associated factor 170) (BAF170) (SWI/SNF complex 170 kDa subunit) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily C member 2),reviewed,CPX-1232;CPX-1233;CPX-1234;CPX-1235;CPX-1236;CPX-1237;CPX-1238;CPX-1239;CPX-1240;CPX-1241;CPX-1242;CPX-1243;CPX-1244;CPX-1245;CPX-1246;CPX-1247;CPX-1248;CPX-1250;CPX-1252;CPX-1253;CPX-1254;CPX-1255;CPX-1256;CPX-1257;CPX-1258;CPX-1259;CPX-1261;CPX-1262;CPX-1263;CPX-1264;,118550at2759;
Q6ZWV7,RL35_MOUSE,Large ribosomal subunit protein uL29 (60S ribosomal protein L35),reviewed,CPX-5262;CPX-7662;CPX-7663;,528635at2759;
Q8BYI9,TENR_MOUSE,Tenascin-R (TN-R) (Janusin) (Neural recognition molecule J1-160/180) (Restrictin),reviewed,CPX-1033;,6130531at2759;
Q8K0E8,FIBB_MOUSE,Fibrinogen beta chain [Cleaved into: Fibrinopeptide B; Fibrinogen beta chain],reviewed,CPX-1916;,9930906at2759;
Q8VEK3,HNRPU_MOUSE,Heterogeneous nuclear ribonucleoprotein U (hnRNP U) (Scaffold-attachment factor A) (SAF-A),reviewed,CPX-1089;,445357at2759;
Q924K8,MTA3_MOUSE,Metastasis-associated protein MTA3,reviewed,CPX-953;CPX-954;,2193595at2759;
Q9CPR4,RL17_MOUSE,Large ribosomal subunit protein uL22 (60S ribosomal protein L17),reviewed,CPX-5262;CPX-7662;CPX-7663;,10017723at2759;
Q9CQ69,QCR8_MOUSE,Cytochrome b-c1 complex subunit 8 (Complex III subunit 8) (Complex III subunit VIII) (Ubiquinol-cytochrome c reductase complex 9.5 kDa protein) (Ubiquinol-cytochrome c reductase complex ubiquinone-binding protein QP-C),reviewed,CPX-563;,6683853at2759;
Q9DC70,NDUS7_MOUSE,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial (EC 7.1.1.2) (Complex I-20kD) (CI-20kD) (NADH-ubiquinone oxidoreductase 20 kDa subunit)",reviewed,CPX-266;,268400at2759;
Q9DCW4,ETFB_MOUSE,Electron transfer flavoprotein subunit beta (Beta-ETF),reviewed,CPX-865;,276685at2759;
Q9R078,AAKB1_MOUSE,5'-AMP-activated protein kinase subunit beta-1 (AMPK subunit beta-1) (AMPKb),reviewed,CPX-5698;CPX-5849;CPX-5852;CPX-5856;CPX-5857;CPX-5858;,531008at2759;
Q9WV18,GABR1_MOUSE,Gamma-aminobutyric acid type B receptor subunit 1 (GABA-B receptor 1) (GABA-B-R1) (GABA-BR1) (GABABR1) (Gb1),reviewed,CPX-2990;,17569at2759;
Q9Z277,BAZ1B_MOUSE,Tyrosine-protein kinase BAZ1B (EC 2.7.10.2) (Bromodomain adjacent to zinc finger domain protein 1B) (Williams syndrome transcription factor homolog) (Williams-Beuren syndrome chromosomal region 9 protein homolog),reviewed,CPX-1133;CPX-841;,787137at2759;
O08529,CAN2_MOUSE,Calpain-2 catalytic subunit (EC 3.4.22.53) (80 kDa M-calpain subunit) (CALP80) (Calcium-activated neutral proteinase 2) (CANP 2) (Calpain M-type) (Calpain-2 large subunit) (Millimolar-calpain) (M-calpain),reviewed,CPX-4301;,424753at2759;
O08532,CA2D1_MOUSE,Voltage-dependent calcium channel subunit alpha-2/delta-1 (Voltage-gated calcium channel subunit alpha-2/delta-1) [Cleaved into: Voltage-dependent calcium channel subunit alpha-2-1; Voltage-dependent calcium channel subunit delta-1],reviewed,CPX-3191;CPX-3194;,10054666at2759;
O08785,CLOCK_MOUSE,Circadian locomoter output cycles protein kaput (mCLOCK) (EC 2.3.1.48),reviewed,CPX-3225;CPX-3228;,411251at2759;
O54950,AAKG1_MOUSE,5'-AMP-activated protein kinase subunit gamma-1 (AMPK gamma1) (AMPK subunit gamma-1) (AMPKg),reviewed,CPX-5698;CPX-5851;CPX-5852;CPX-5853;,449052at2759;
O55142,RL35A_MOUSE,Large ribosomal subunit protein eL33 (60S ribosomal protein L35a),reviewed,CPX-5262;CPX-7662;CPX-7663;,1166329at2759;
O70507,HCN4_MOUSE,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4 (Brain cyclic nucleotide-gated channel 3) (BCNG-3),reviewed,CPX-139;,421226at2759;
P01029,CO4B_MOUSE,Complement C4-B [Cleaved into: Complement C4 beta chain; Complement C4 alpha chain; C4a anaphylatoxin; Complement C4 gamma chain],reviewed,CPX-6198;,6359008at2759;
P02469,LAMB1_MOUSE,Laminin subunit beta-1 (Laminin B1 chain) (Laminin-1 subunit beta) (Laminin-10 subunit beta) (Laminin-12 subunit beta) (Laminin-2 subunit beta) (Laminin-6 subunit beta) (Laminin-8 subunit beta),reviewed,CPX-3008;CPX-3009;CPX-3013;CPX-3015;CPX-3016;CPX-3018;CPX-3167;,5985440at2759;
P0C0S6,H2AZ_MOUSE,Histone H2A.Z (H2A/z),reviewed,CPX-5715;,9421954at2759;
P14869,RLA0_MOUSE,Large ribosomal subunit protein uL10 (60S acidic ribosomal protein P0) (60S ribosomal protein L10E),reviewed,CPX-5262;CPX-7662;CPX-7663;,10259902at2759;
P19137,LAMA1_MOUSE,Laminin subunit alpha-1 (Laminin A chain) (Laminin-1 subunit alpha) (Laminin-3 subunit alpha) (S-laminin subunit alpha) (S-LAM alpha),reviewed,CPX-3008;CPX-3010;,13443at9989;
P23979,5HT3A_MOUSE,5-hydroxytryptamine receptor 3A (5-HT3-A) (5-HT3A) (5-hydroxytryptamine receptor 3) (5-HT-3) (5-HT3R) (Serotonin receptor 3A) (Serotonin-gated ion channel receptor),reviewed,CPX-274;CPX-275;,410315at2759;
P26369,U2AF2_MOUSE,Splicing factor U2AF 65 kDa subunit (U2 auxiliary factor 65 kDa subunit) (U2 snRNP auxiliary factor large subunit),reviewed,CPX-5861;,10266058at2759;
P29788,VTNC_MOUSE,Vitronectin (VN) (S-protein) (Serum-spreading factor),reviewed,CPX-492;CPX-526;,9898692at2759;
P35951,LDLR_MOUSE,Low-density lipoprotein receptor (LDL receptor),reviewed,CPX-129;,664115at2759;
P43247,MSH2_MOUSE,DNA mismatch repair protein Msh2 (MutS protein homolog 2),reviewed,CPX-78;CPX-81;,295033at2759;
P43432,IL12B_MOUSE,Interleukin-12 subunit beta (IL-12B) (Cytotoxic lymphocyte maturation factor 40 kDa subunit) (CLMF p40) (IL-12 subunit p40),reviewed,CPX-3293;CPX-387;CPX-388;CPX-389;,8670716at2759;
P54276,MSH6_MOUSE,DNA mismatch repair protein Msh6 (G/T mismatch-binding protein) (GTBP) (GTMBP) (MutS protein homolog 6) (MutS-alpha 160 kDa subunit) (p160),reviewed,CPX-81;,10252754at2759;
P61089,UBE2N_MOUSE,Ubiquitin-conjugating enzyme E2 N (EC 2.3.2.23) (Bendless-like ubiquitin-conjugating enzyme) (E2 ubiquitin-conjugating enzyme N) (Ubc13) (Ubiquitin carrier protein N) (Ubiquitin-protein ligase N),reviewed,CPX-604;CPX-616;,7851174at2759;
P61358,RL27_MOUSE,Large ribosomal subunit protein eL27 (60S ribosomal protein L27),reviewed,CPX-5262;CPX-7662;CPX-7663;,2365484at2759;
P63325,RS10_MOUSE,Small ribosomal subunit protein eS10 (40S ribosomal protein S10),reviewed,CPX-5261;,38529at9989;
P68433,H31_MOUSE,Histone H3.1,reviewed,CPX-5712;CPX-5714;CPX-5715;CPX-5716;,9609993at2759;
P70340,SMAD1_MOUSE,Mothers against decapentaplegic homolog 1 (MAD homolog 1) (Mothers against DPP homolog 1) (Dwarfin-A) (Dwf-A) (Mothers-against-DPP-related 1) (Mad-related protein 1) (mMad1) (SMAD family member 1) (SMAD 1) (Smad1),reviewed,CPX-145;CPX-146;,5794312at2759;
P97377,CDK2_MOUSE,Cyclin-dependent kinase 2 (EC 2.7.11.22) (Cell division protein kinase 2),reviewed,CPX-2065;CPX-2066;CPX-2071;CPX-2081;CPX-2082;,1732493at2759;
P97471,SMAD4_MOUSE,Mothers against decapentaplegic homolog 4 (MAD homolog 4) (Mothers against DPP homolog 4) (Deletion target in pancreatic carcinoma 4 homolog) (SMAD family member 4) (SMAD 4) (Smad4),reviewed,CPX-10;CPX-146;CPX-3251;CPX-3286;,5875866at2759;
P97864,CASP7_MOUSE,Caspase-7 (CASP-7) (EC 3.4.22.60) (Apoptotic protease Mch-3) (Cysteine protease LICE2) [Cleaved into: Caspase-7 subunit p20; Caspase-7 subunit p11],reviewed,CPX-3947;,6116485at2759;
Q04857,CO6A1_MOUSE,Collagen alpha-1(VI) chain,reviewed,CPX-2965;,8889285at2759;
Q60973,RBBP7_MOUSE,Histone-binding protein RBBP7 (Histone acetyltransferase type B subunit 2) (Nucleosome-remodeling factor subunit RBAP46) (Retinoblastoma-binding protein 7) (RBBP-7) (Retinoblastoma-binding protein p46),reviewed,CPX-3441;CPX-3443;CPX-3444;CPX-694;CPX-953;CPX-954;,427795at2759;
Q61191,HCFC1_MOUSE,Host cell factor 1 (HCF) (HCF-1) (C1 factor) [Cleaved into: HCF N-terminal chain 1; HCF N-terminal chain 2; HCF N-terminal chain 3; HCF N-terminal chain 4; HCF N-terminal chain 5; HCF N-terminal chain 6; HCF C-terminal chain 1; HCF C-terminal chain 2; HCF C-terminal chain 3; HCF C-terminal chain 4; HCF C-terminal chain 5; HCF C-terminal chain 6],reviewed,CPX-875;,10001928at2759;
Q61771,KIF3B_MOUSE,"Kinesin-like protein KIF3B (Microtubule plus end-directed kinesin motor 3B) [Cleaved into: Kinesin-like protein KIF3B, N-terminally processed]",reviewed,CPX-3203;CPX-3204;,3176171at2759;
Q61881,MCM7_MOUSE,DNA replication licensing factor MCM7 (EC 3.6.4.12) (CDC47 homolog),reviewed,CPX-2941;,3207464at2759;
Q62245,SOS1_MOUSE,Son of sevenless homolog 1 (SOS-1) (mSOS-1),reviewed,CPX-413;,546434at2759;
Q8BP67,RL24_MOUSE,Large ribosomal subunit protein eL24 (60S ribosomal protein L24),reviewed,CPX-5262;CPX-7662;CPX-7663;,1727108at2759;
Q8R4B8,NLRP3_MOUSE,"NACHT, LRR and PYD domains-containing protein 3 (EC 3.6.4.-) (Cold autoinflammatory syndrome 1 protein homolog) (Cryopyrin) (Mast cell maturation-associated-inducible protein 1) (PYRIN-containing APAF1-like protein 1)",reviewed,CPX-4241;,120976at2759;
Q91WD5,NDUS2_MOUSE,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial (EC 7.1.1.2) (Complex I-49kD) (CI-49kD) (NADH-ubiquinone oxidoreductase 49 kDa subunit)",reviewed,CPX-266;,1009at2759;
Q925J9,MED1_MOUSE,Mediator of RNA polymerase II transcription subunit 1 (Mediator complex subunit 1) (Peroxisome proliferator-activated receptor-binding protein) (PBP) (PPAR-binding protein) (Thyroid hormone receptor-associated protein complex 220 kDa component) (Trap220) (Thyroid receptor-interacting protein 2) (TR-interacting protein 2) (TRIP-2),reviewed,CPX-3264;,2281547at2759;
Q99J95,CDK9_MOUSE,Cyclin-dependent kinase 9 (EC 2.7.11.22) (EC 2.7.11.23) (Cell division protein kinase 9),reviewed,CPX-230;CPX-323;CPX-324;,6836at9989;
Q99LC3,NDUAA_MOUSE,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial (Complex I-42kD) (CI-42kD) (NADH-ubiquinone oxidoreductase 42 kDa subunit)",reviewed,CPX-266;,17400at2759;
Q9CQA3,SDHB_MOUSE,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial (EC 1.3.5.1) (Iron-sulfur subunit of complex II) (Ip) (Malate dehydrogenase [quinone] iron-sulfur subunit) (EC 1.1.5.-)",reviewed,CPX-562;,1696654at2759;
Q9D0M3,CY1_MOUSE,"Cytochrome c1, heme protein, mitochondrial (EC 7.1.1.8) (Complex III subunit 4) (Complex III subunit IV) (Cytochrome b-c1 complex subunit 4) (Ubiquinol-cytochrome-c reductase complex cytochrome c1 subunit) (Cytochrome c-1)",reviewed,CPX-563;,5925at2759;
Q9D8E6,RL4_MOUSE,Large ribosomal subunit protein uL4 (60S ribosomal protein L4),reviewed,CPX-5262;CPX-7662;CPX-7663;,10259785at2759;
Q9JHD2,KAT2A_MOUSE,Histone acetyltransferase KAT2A (EC 2.3.1.48) (General control of amino acid synthesis protein 5-like 2) (Histone acetyltransferase GCN5) (MmGCN5) (Histone glutaryltransferase KAT2A) (EC 2.3.1.-) (Histone succinyltransferase KAT2A) (EC 2.3.1.-) (Lysine acetyltransferase 2A),reviewed,CPX-1025;CPX-916;CPX-920;,28190at9989;
Q9JKC8,AP3M1_MOUSE,AP-3 complex subunit mu-1 (AP-3 adaptor complex mu3A subunit) (Adaptor-related protein complex 3 subunit mu-1) (Mu-adaptin 3A) (Mu3A-adaptin),reviewed,CPX-5145;CPX-5146;,870at2759;
Q9Z0Y9,NR1H3_MOUSE,Oxysterols receptor LXR-alpha (Liver X receptor alpha) (Nuclear receptor subfamily 1 group H member 3),reviewed,CPX-708;CPX-717;,5837785at2759;
Q9Z1J3,NFS1_MOUSE,Cysteine desulfurase (m-Nfs1) (EC 2.8.1.7),reviewed,CPX-5823;,10250117at2759;
B2RUJ5,APBA1_MOUSE,Amyloid-beta A4 precursor protein-binding family A member 1 (Adapter protein X11alpha) (Neuron-specific X11 protein) (Neuronal Munc18-1-interacting protein 1) (Mint-1),reviewed,CPX-7741;CPX-7742;CPX-884;,5987010at2759;
O08852,PKD1_MOUSE,Polycystin-1 (Autosomal dominant polycystic kidney disease 1 protein homolog),reviewed,CPX-4041;,6022660at2759;
O55013,TPPC3_MOUSE,Trafficking protein particle complex subunit 3 (BET3 homolog),reviewed,CPX-4764;CPX-4766;,10262857at2759;
O88653,LTOR3_MOUSE,Ragulator complex protein LAMTOR3 (Late endosomal/lysosomal adaptor and MAPK and MTOR activator 3) (MEK-binding partner 1) (Mp1) (Mitogen-activated protein kinase kinase 1-interacting protein 1) (Mitogen-activated protein kinase scaffold protein 1),reviewed,CPX-4761;,343907at2759;
P01108,MYC_MOUSE,Myc proto-oncogene protein (Proto-oncogene c-Myc) (Transcription factor p64),reviewed,CPX-1144;CPX-744;CPX-97;,82738at9989;
P01731,CD8A_MOUSE,T-cell surface glycoprotein CD8 alpha chain (T-cell surface glycoprotein Lyt-2) (CD antigen CD8a),reviewed,CPX-6702;CPX-6742;,9906515at2759;
P12970,RL7A_MOUSE,Large ribosomal subunit protein eL8 (60S ribosomal protein L7a) (Surfeit locus protein 3),reviewed,CPX-5262;CPX-7662;CPX-7663;,29563at2759;
P14131,RS16_MOUSE,Small ribosomal subunit protein uS9 (40S ribosomal protein S16),reviewed,CPX-5261;,426865at2759;
P21180,CO2_MOUSE,Complement C2 (EC 3.4.21.43) (C3/C5 convertase) [Cleaved into: Complement C2b fragment; Complement C2a fragment],reviewed,CPX-6198;,6127264at2759;
P24270,CATA_MOUSE,Catalase (EC 1.11.1.6),reviewed,CPX-4767;,6880011at2759;
P25322,CCND1_MOUSE,G1/S-specific cyclin-D1,reviewed,CPX-2073;CPX-2080;,306099at2759;
P28741,KIF3A_MOUSE,Kinesin-like protein KIF3A (Microtubule plus end-directed kinesin motor 3A),reviewed,CPX-3202;CPX-3203;CPX-3204;CPX-3205;,3176171at2759;
P29037,TBP_MOUSE,TATA-box-binding protein (TATA sequence-binding protein) (TATA-binding factor) (TATA-box factor) (Transcription initiation factor TFIID TBP subunit),reviewed,CPX-932;CPX-959;,2127950at2759;
P35436,NMDE1_MOUSE,"Glutamate receptor ionotropic, NMDA 2A (GluN2A) (Glutamate [NMDA] receptor subunit epsilon-1) (N-methyl D-aspartate receptor subtype 2A) (NMDAR2A) (NR2A)",reviewed,CPX-290;CPX-296;,5984008at2759;
P47911,RL6_MOUSE,Large ribosomal subunit protein eL6 (60S ribosomal protein L6) (TAX-responsive enhancer element-binding protein 107) (TAXREB107),reviewed,CPX-5262;CPX-7662;CPX-7663;,9630499at2759;
P47963,RL13_MOUSE,Large ribosomal subunit protein eL13 (60S ribosomal protein L13) (A52),reviewed,CPX-5262;CPX-7662;CPX-7663;,10264538at2759;
P62267,RS23_MOUSE,Small ribosomal subunit protein uS12 (40S ribosomal protein S23),reviewed,CPX-5261;,9758353at2759;
P62858,RS28_MOUSE,Small ribosomal subunit protein eS28 (40S ribosomal protein S28),reviewed,CPX-5261;,10258930at2759;
P62889,RL30_MOUSE,Large ribosomal subunit protein eL30 (60S ribosomal protein L30),reviewed,CPX-5262;CPX-7662;CPX-7663;,9557386at2759;
P63276,RS17_MOUSE,Small ribosomal subunit protein eS17 (40S ribosomal protein S17),reviewed,CPX-5261;,1727351at2759;
P70444,BID_MOUSE,BH3-interacting domain death agonist (p22 BID) (BID) [Cleaved into: BH3-interacting domain death agonist p15 (p15 BID); BH3-interacting domain death agonist p13 (p13 BID); BH3-interacting domain death agonist p11 (p11 BID)],reviewed,CPX-2024;CPX-2037;,9941774at2759;
P84091,AP2M1_MOUSE,AP-2 complex subunit mu (AP-2 mu chain) (Adaptor protein complex AP-2 subunit mu) (Adaptor-related protein complex 2 subunit mu) (Clathrin assembly protein complex 2 mu medium chain) (Clathrin coat assembly protein AP50) (Clathrin coat-associated protein AP50) (Mu2-adaptin) (Plasma membrane adaptor AP-2 50 kDa protein),reviewed,CPX-5152;CPX-5153;,10259133at2759;
P97310,MCM2_MOUSE,DNA replication licensing factor MCM2 (EC 3.6.4.12) (Minichromosome maintenance protein 2 homolog) (Nuclear protein BM28),reviewed,CPX-2941;,844at2759;
P97351,RS3A_MOUSE,Small ribosomal subunit protein eS1 (40S ribosomal protein S3a) (Protein TU-11),reviewed,CPX-5261;,9834376at2759;
P97784,CRY1_MOUSE,Cryptochrome-1,reviewed,CPX-3209;CPX-3216;CPX-3217;,435881at2759;
Q08639,TFDP1_MOUSE,Transcription factor Dp-1 (DRTF1-polypeptide 1) (E2F dimerization partner 1),reviewed,CPX-159;CPX-160;CPX-176;CPX-177;,552115at2759;
Q3TBT3,STING_MOUSE,Stimulator of interferon genes protein (mSTING) (Endoplasmic reticulum interferon stimulator) (ERIS) (Mediator of IRF3 activation) (MMITA) (Transmembrane protein 173),reviewed,CPX-2128;,6053839at2759;
Q3V3R4,ITA1_MOUSE,Integrin alpha-1 (CD49 antigen-like family member A) (Laminin and collagen receptor) (VLA-1) (CD antigen CD49a),reviewed,CPX-3114;,5317514at2759;
Q60841,RELN_MOUSE,Reelin (EC 3.4.21.-) (Reeler protein),reviewed,CPX-4524;,1924787at2759;
Q62432,SMAD2_MOUSE,Mothers against decapentaplegic homolog 2 (MAD homolog 2) (Mothers against DPP homolog 2) (Mad-related protein 2) (mMad2) (SMAD family member 2) (SMAD 2) (Smad2),reviewed,CPX-10;CPX-13;CPX-3251;,5794312at2759;
Q6PDQ2,CHD4_MOUSE,Chromodomain-helicase-DNA-binding protein 4 (CHD-4) (EC 3.6.4.12),reviewed,CPX-953;CPX-954;,5857104at2759;
Q80YX1,TENA_MOUSE,Tenascin (TN) (Hexabrachion) (Tenascin-C) (TN-C),reviewed,CPX-471;,442731at2759;
Q8BHJ7,GBRA5_MOUSE,Gamma-aminobutyric acid receptor subunit alpha-5 (GABA(A) receptor subunit alpha-5) (GABAAR subunit alpha-5),reviewed,CPX-2984;,203862at2759;
